Date,Open,High,Low,Close,Adj Close,Volume
4/26/2017,"6,250.00","6,450.00","6,250.00","6,400.00","5,853.23",44.32
4/27/2017,"6,375.00","6,425.00","6,350.00","6,375.00","5,830.36",15.24
4/28/2017,"6,325.00","6,400.00","6,325.00","6,375.00","5,830.36",14.94
5/2/2017,"6,425.00","6,450.00","6,375.00","6,425.00","5,876.09",12.65
5/3/2017,"6,450.00","6,450.00","6,375.00","6,400.00","5,853.23",11.41
5/4/2017,"6,400.00","6,625.00","6,400.00","6,625.00","6,059.00",26.60
5/5/2017,"6,575.00","6,625.00","6,550.00","6,575.00","6,013.28",16.97
5/8/2017,"6,625.00","6,800.00","6,600.00","6,725.00","6,150.46",26.33
5/9/2017,"6,800.00","6,800.00","6,625.00","6,650.00","6,081.87",33.49
5/10/2017,"6,675.00","6,750.00","6,550.00","6,575.00","6,013.28",31.03
5/12/2017,"6,725.00","6,725.00","6,575.00","6,675.00","6,104.73",12.78
5/15/2017,"6,700.00","6,700.00","6,500.00","6,525.00","5,967.55",8.25
5/16/2017,"6,600.00","6,600.00","6,450.00","6,550.00","5,990.41",19.10
5/17/2017,"6,550.00","6,600.00","6,400.00","6,500.00","5,944.68",24.65
5/18/2017,"6,400.00","6,600.00","6,375.00","6,525.00","5,967.55",35.11
5/19/2017,"6,500.00","7,200.00","6,500.00","6,700.00","6,127.60",39.23
5/22/2017,"6,875.00","6,950.00","6,725.00","6,825.00","6,241.92",43.49
5/23/2017,"6,700.00","6,800.00","6,550.00","6,575.00","6,013.28",36.86
5/24/2017,"6,475.00","6,650.00","6,450.00","6,525.00","5,967.55",19.86
5/26/2017,"6,600.00","6,600.00","6,450.00","6,475.00","5,921.82",30.32
5/29/2017,"6,475.00","6,525.00","6,475.00","6,525.00","5,967.55",11.26
5/30/2017,"6,575.00","6,575.00","6,475.00","6,525.00","5,967.55",11.09
5/31/2017,"6,475.00","6,550.00","6,475.00","6,550.00","5,990.41",32.03
6/1/2017,"6,550.00","6,550.00","6,550.00","6,550.00","5,990.41",0.00
6/2/2017,"6,575.00","6,600.00","6,400.00","6,450.00","5,898.96",33.08
6/5/2017,"6,400.00","6,525.00","6,400.00","6,475.00","5,921.82",13.08
6/6/2017,"6,450.00","6,525.00","6,450.00","6,500.00","5,944.68",7.88
6/7/2017,"6,425.00","6,500.00","6,425.00","6,475.00","5,921.82",8.10
6/8/2017,"6,425.00","6,475.00","6,400.00","6,450.00","5,898.96",20.75
6/9/2017,"6,400.00","6,450.00","6,350.00","6,400.00","5,853.23",32.13
6/12/2017,"6,375.00","6,450.00","6,375.00","6,450.00","5,898.96",8.86
6/13/2017,"6,400.00","6,500.00","6,400.00","6,450.00","5,898.96",18.32
6/14/2017,"6,450.00","6,500.00","6,425.00","6,500.00","5,944.68",14.91
6/15/2017,"6,475.00","6,600.00","6,475.00","6,575.00","6,013.28",13.76
6/16/2017,"6,525.00","6,650.00","6,500.00","6,500.00","5,944.68",27.37
6/19/2017,"6,500.00","6,575.00","6,500.00","6,550.00","5,990.41",11.91
6/20/2017,"6,575.00","6,775.00","6,550.00","6,700.00","6,127.60",21.93
6/21/2017,"6,650.00","6,650.00","6,575.00","6,625.00","6,059.00",25.20
6/22/2017,"6,675.00","6,675.00","6,525.00","6,600.00","6,036.14",33.99
6/23/2017,"6,600.00","6,600.00","6,600.00","6,600.00","6,036.14",0.00
6/26/2017,"6,600.00","6,600.00","6,600.00","6,600.00","6,036.14",0.00
6/27/2017,"6,600.00","6,600.00","6,600.00","6,600.00","6,036.14",0.00
6/28/2017,"6,600.00","6,600.00","6,600.00","6,600.00","6,036.14",0.00
6/29/2017,"6,600.00","6,600.00","6,600.00","6,600.00","6,036.14",0.00
6/30/2017,"6,600.00","6,600.00","6,600.00","6,600.00","6,036.14",0.00
7/3/2017,"6,600.00","6,700.00","6,550.00","6,600.00","6,036.14",39.34
7/4/2017,"6,625.00","6,675.00","6,550.00","6,575.00","6,013.28",20.41
7/5/2017,"6,600.00","6,650.00","6,575.00","6,650.00","6,081.87",16.41
7/6/2017,"6,625.00","6,775.00","6,625.00","6,775.00","6,196.19",18.38
7/7/2017,"6,700.00","6,825.00","6,700.00","6,725.00","6,150.46",23.02
7/10/2017,"6,700.00","6,875.00","6,625.00","6,850.00","6,264.78",16.72
7/11/2017,"6,850.00","6,975.00","6,825.00","6,900.00","6,310.51",28.25
7/12/2017,"6,900.00","7,050.00","6,875.00","7,000.00","6,401.97",23.32
7/13/2017,"7,050.00","7,100.00","6,925.00","7,025.00","6,424.83",20.58
7/14/2017,"7,025.00","7,100.00","7,000.00","7,100.00","6,493.42",14.76
7/17/2017,"7,075.00","7,100.00","6,975.00","7,025.00","6,424.83",13.93
7/18/2017,"6,975.00","7,050.00","6,925.00","7,000.00","6,401.97",21.39
7/19/2017,"6,950.00","7,050.00","6,950.00","7,000.00","6,401.97",4.90
7/20/2017,"7,000.00","7,000.00","6,925.00","6,950.00","6,356.24",17.48
7/21/2017,"6,900.00","6,975.00","6,875.00","6,950.00","6,356.24",7.46
7/24/2017,"7,000.00","7,075.00","6,950.00","7,050.00","6,447.70",16.00
7/25/2017,"7,075.00","7,100.00","7,025.00","7,100.00","6,493.42",9.38
7/26/2017,"7,025.00","7,150.00","7,025.00","7,150.00","6,539.15",8.73
7/27/2017,"7,175.00","7,300.00","7,100.00","7,300.00","6,676.34",21.98
7/28/2017,"7,275.00","7,350.00","7,250.00","7,350.00","6,722.07",15.55
7/31/2017,"7,350.00","7,450.00","7,275.00","7,450.00","6,813.52",19.75
8/1/2017,"7,425.00","7,425.00","7,250.00","7,250.00","6,630.61",17.42
8/2/2017,"7,275.00","7,300.00","7,150.00","7,275.00","6,653.47",10.77
8/3/2017,"7,250.00","7,300.00","7,175.00","7,175.00","6,562.02",6.50
8/4/2017,"7,250.00","7,300.00","7,225.00","7,275.00","6,653.47",11.09
8/7/2017,"7,150.00","7,300.00","7,150.00","7,175.00","6,562.02",9.83
8/8/2017,"7,175.00","7,275.00","7,125.00","7,225.00","6,607.74",13.56
8/9/2017,"7,300.00","7,300.00","7,200.00","7,275.00","6,653.47",15.24
8/10/2017,"7,300.00","7,350.00","7,250.00","7,275.00","6,653.47",25.66
8/11/2017,"7,325.00","7,325.00","7,225.00","7,275.00","6,653.47",16.18
8/14/2017,"7,325.00","7,350.00","7,275.00","7,300.00","6,676.34",18.55
8/15/2017,"7,350.00","7,450.00","7,325.00","7,400.00","6,767.79",20.90
8/16/2017,"7,450.00","7,450.00","7,325.00","7,400.00","6,767.79",17.42
8/17/2017,"7,400.00","7,400.00","7,400.00","7,400.00","6,767.79",0.00
8/18/2017,"7,350.00","7,450.00","7,325.00","7,400.00","6,767.79",25.23
8/21/2017,"7,425.00","7,450.00","7,350.00","7,400.00","6,767.79",17.84
8/22/2017,"7,325.00","7,400.00","7,325.00","7,400.00","6,767.79",15.94
8/23/2017,"7,425.00","7,450.00","7,325.00","7,400.00","6,767.79",10.49
8/24/2017,"7,450.00","7,450.00","7,375.00","7,425.00","6,790.66",14.53
8/25/2017,"7,450.00","7,450.00","7,350.00","7,425.00","6,790.66",7.93
8/28/2017,"7,375.00","7,425.00","7,350.00","7,375.00","6,744.93",7.03
8/29/2017,"7,400.00","7,400.00","7,300.00","7,350.00","6,722.07",14.49
8/30/2017,"7,300.00","7,375.00","7,250.00","7,350.00","6,722.07",17.13
8/31/2017,"7,300.00","7,375.00","7,300.00","7,350.00","6,722.07",9.69
9/1/2017,"7,350.00","7,350.00","7,350.00","7,350.00","6,722.07",0.00
9/4/2017,"7,300.00","7,325.00","7,125.00","7,200.00","6,584.88",10.73
9/5/2017,"7,200.00","7,225.00","7,075.00","7,225.00","6,607.74",10.53
9/6/2017,"7,150.00","7,250.00","7,075.00","7,200.00","6,584.88",17.86
9/7/2017,"7,150.00","7,300.00","7,125.00","7,300.00","6,676.34",14.41
9/8/2017,"7,150.00","7,275.00","7,150.00","7,225.00","6,607.74",17.05
9/11/2017,"7,200.00","7,250.00","7,200.00","7,225.00","6,607.74",5.36
9/12/2017,"7,275.00","7,275.00","7,200.00","7,250.00","6,630.61",27.56
9/13/2017,"7,200.00","7,275.00","7,200.00","7,250.00","6,630.61",7.88
9/14/2017,"7,250.00","7,250.00","7,175.00","7,250.00","6,630.61",11.04
9/15/2017,"7,175.00","7,300.00","7,175.00","7,275.00","6,653.47",29.02
9/18/2017,"7,300.00","7,300.00","7,225.00","7,250.00","6,630.61",18.21
9/19/2017,"7,275.00","7,350.00","7,250.00","7,350.00","6,722.07",11.03
9/20/2017,"7,350.00","7,375.00","7,300.00","7,375.00","6,744.93",12.47
9/21/2017,"7,375.00","7,375.00","7,375.00","7,375.00","6,744.93",0.00
9/22/2017,"7,375.00","7,500.00","7,325.00","7,475.00","6,836.39",27.79
9/25/2017,"7,500.00","7,575.00","7,475.00","7,500.00","6,859.25",9.95
9/26/2017,"7,575.00","7,575.00","7,400.00","7,400.00","6,767.79",13.41
9/27/2017,"7,425.00","7,425.00","7,250.00","7,275.00","6,653.47",23.00
9/28/2017,"7,250.00","7,350.00","7,225.00","7,300.00","6,676.34",15.06
9/29/2017,"7,350.00","7,450.00","7,325.00","7,400.00","6,767.79",18.41
10/2/2017,"7,500.00","7,575.00","7,400.00","7,475.00","6,836.39",8.38
10/3/2017,"7,525.00","7,750.00","7,500.00","7,650.00","6,996.44",22.01
10/4/2017,"7,700.00","7,700.00","7,575.00","7,625.00","6,973.57",12.09
10/5/2017,"7,700.00","7,700.00","7,475.00","7,500.00","6,859.25",18.24
10/6/2017,"7,550.00","7,550.00","7,425.00","7,425.00","6,790.66",11.46
10/9/2017,"7,525.00","7,525.00","7,350.00","7,375.00","6,744.93",8.29
10/10/2017,"7,375.00","7,450.00","7,300.00","7,300.00","6,676.34",16.67
10/11/2017,"7,300.00","7,375.00","7,275.00","7,300.00","6,676.34",19.42
10/12/2017,"7,350.00","7,550.00","7,300.00","7,500.00","6,859.25",42.20
10/13/2017,"7,575.00","7,650.00","7,550.00","7,625.00","6,973.57",16.42
10/16/2017,"7,625.00","7,625.00","7,500.00","7,525.00","6,882.11",15.21
10/17/2017,"7,575.00","7,600.00","7,500.00","7,550.00","6,904.98",12.34
10/18/2017,"7,625.00","7,700.00","7,575.00","7,650.00","6,996.44",18.73
10/19/2017,"7,700.00","7,700.00","7,600.00","7,675.00","7,019.30",13.23
10/20/2017,"7,650.00","7,675.00","7,575.00","7,650.00","6,996.44",17.59
10/23/2017,"7,650.00","7,700.00","7,550.00","7,550.00","6,904.98",9.83
10/24/2017,"7,625.00","7,625.00","7,525.00","7,550.00","6,904.98",14.07
10/25/2017,"7,600.00","7,650.00","7,525.00","7,600.00","6,950.71",15.74
10/26/2017,"7,650.00","7,725.00","7,600.00","7,600.00","6,950.71",21.56
10/27/2017,"7,700.00","7,750.00","7,675.00","7,700.00","7,042.16",25.56
10/30/2017,"7,750.00","7,750.00","7,600.00","7,600.00","6,950.71",7.65
10/31/2017,"7,700.00","7,700.00","7,575.00","7,600.00","6,950.71",14.29
11/1/2017,"7,650.00","7,925.00","7,650.00","7,925.00","7,247.94",33.35
11/2/2017,"7,925.00","8,000.00","7,825.00","7,825.00","7,156.48",11.48
11/3/2017,"7,850.00","7,850.00","7,750.00","7,750.00","7,087.89",11.53
11/6/2017,"7,800.00","7,850.00","7,700.00","7,700.00","7,042.16",16.15
11/7/2017,"7,775.00","7,950.00","7,775.00","7,950.00","7,270.81",15.33
11/8/2017,"7,975.00","8,000.00","7,850.00","7,875.00","7,202.21",12.23
11/9/2017,"7,875.00","7,975.00","7,850.00","7,975.00","7,293.67",12.00
11/10/2017,"8,000.00","8,025.00","7,925.00","7,975.00","7,293.67",9.28
11/13/2017,"7,975.00","7,975.00","7,825.00","7,850.00","7,179.35",20.17
11/14/2017,"7,850.00","7,900.00","7,850.00","7,875.00","7,202.21",14.92
11/15/2017,"7,850.00","7,850.00","7,650.00","7,675.00","7,019.30",21.04
11/16/2017,"7,750.00","7,975.00","7,675.00","7,875.00","7,202.21",16.89
11/17/2017,"7,875.00","8,250.00","7,875.00","8,175.00","7,476.58",16.50
11/20/2017,"8,175.00","8,250.00","7,975.00","7,975.00","7,293.67",11.11
11/21/2017,"8,050.00","8,050.00","7,900.00","7,925.00","7,247.94",10.20
11/22/2017,"7,975.00","8,250.00","7,975.00","8,250.00","7,545.18",28.48
11/23/2017,"8,200.00","8,275.00","8,200.00","8,225.00","7,522.31",7.68
11/24/2017,"8,325.00","8,325.00","8,175.00","8,225.00","7,522.31",8.45
11/27/2017,"8,275.00","8,275.00","8,100.00","8,150.00","7,453.72",9.63
11/28/2017,"8,100.00","8,400.00","8,050.00","8,400.00","7,682.36",19.80
11/29/2017,"8,375.00","8,400.00","8,250.00","8,400.00","7,682.36",13.70
11/30/2017,"8,325.00","8,400.00","8,100.00","8,100.00","7,407.99",23.31
12/1/2017,"8,100.00","8,100.00","8,100.00","8,100.00","7,407.99",0.00
12/4/2017,"8,275.00","8,300.00","8,200.00","8,225.00","7,522.31",19.86
12/5/2017,"8,300.00","8,450.00","8,275.00","8,450.00","7,728.09",14.59
12/6/2017,"8,475.00","8,625.00","8,400.00","8,525.00","7,796.68",15.90
12/7/2017,"8,450.00","8,600.00","8,425.00","8,525.00","7,796.68",9.89
12/8/2017,"8,575.00","8,850.00","8,550.00","8,850.00","8,093.92",28.99
12/11/2017,"8,850.00","8,900.00","8,825.00","8,900.00","8,139.64",18.57
12/12/2017,"8,800.00","8,975.00","8,800.00","8,800.00","8,048.19",11.99
12/13/2017,"8,750.00","9,175.00","8,750.00","9,100.00","8,322.56",17.97
12/14/2017,"9,100.00","9,250.00","9,100.00","9,225.00","8,436.88",17.24
12/15/2017,"9,150.00","9,375.00","9,125.00","9,375.00","8,574.06",22.81
12/18/2017,"9,300.00","9,350.00","9,100.00","9,300.00","8,505.47",17.11
12/19/2017,"9,300.00","9,650.00","9,275.00","9,525.00","8,711.25",12.43
12/20/2017,"9,400.00","9,600.00","9,350.00","9,525.00","8,711.25",16.58
12/21/2017,"9,650.00","9,925.00","9,550.00","9,850.00","9,008.48",29.77
12/22/2017,"9,850.00","9,975.00","9,600.00","9,850.00","9,008.48",67.62
12/25/2017,"9,850.00","9,850.00","9,850.00","9,850.00","9,008.48",0.00
12/26/2017,"9,850.00","9,850.00","9,850.00","9,850.00","9,008.48",0.00
12/27/2017,"9,850.00","9,950.00","9,750.00","9,900.00","9,054.21",15.32
12/28/2017,"9,950.00","9,975.00","9,850.00","9,925.00","9,077.08",105.96
12/29/2017,"9,900.00","10,000.00","9,800.00","9,900.00","9,054.21",44.15
1/1/2018,"9,900.00","9,900.00","9,900.00","9,900.00","9,054.21",0.00
1/2/2018,"9,900.00","10,000.00","9,675.00","9,775.00","8,939.89",12.43
1/3/2018,"9,775.00","9,800.00","9,375.00","9,425.00","8,619.79",26.89
1/4/2018,"9,350.00","9,425.00","9,150.00","9,400.00","8,596.93",25.39
1/5/2018,"9,400.00","9,450.00","9,250.00","9,300.00","8,505.47",23.05
1/8/2018,"9,300.00","9,375.00","9,275.00","9,300.00","8,505.47",20.67
1/9/2018,"9,300.00","9,325.00","9,250.00","9,300.00","8,505.47",14.29
1/10/2018,"9,300.00","9,325.00","9,225.00","9,275.00","8,482.61",24.91
1/11/2018,"9,275.00","9,350.00","9,200.00","9,275.00","8,482.61",26.73
1/12/2018,"9,275.00","9,350.00","9,275.00","9,275.00","8,482.61",23.98
1/15/2018,"9,300.00","9,625.00","9,300.00","9,500.00","8,688.38",29.44
1/16/2018,"9,550.00","9,650.00","9,525.00","9,600.00","8,779.84",20.32
1/17/2018,"9,600.00","9,650.00","9,525.00","9,600.00","8,779.84",25.53
1/18/2018,"9,650.00","9,675.00","9,400.00","9,500.00","8,688.38",20.52
1/19/2018,"9,550.00","9,550.00","9,300.00","9,425.00","8,619.79",24.12
1/22/2018,"9,400.00","9,450.00","9,325.00","9,400.00","8,596.93",24.31
1/23/2018,"9,450.00","9,650.00","9,425.00","9,650.00","8,825.57",16.67
1/24/2018,"9,600.00","9,750.00","9,575.00","9,725.00","8,894.16",15.93
1/25/2018,"9,750.00","9,750.00","9,550.00","9,600.00","8,779.84",15.59
1/26/2018,"9,600.00","9,725.00","9,600.00","9,600.00","8,779.84",9.06
1/29/2018,"9,600.00","9,625.00","9,300.00","9,500.00","8,688.38",21.83
1/30/2018,"9,425.00","9,450.00","9,225.00","9,225.00","8,436.88",26.09
1/31/2018,"9,200.00","9,400.00","9,125.00","9,400.00","8,596.93",24.11
2/1/2018,"9,350.00","9,450.00","9,300.00","9,325.00","8,528.33",19.41
2/2/2018,"9,400.00","9,400.00","9,275.00","9,300.00","8,505.47",14.04
2/5/2018,"9,100.00","9,300.00","9,050.00","9,275.00","8,482.61",21.07
2/6/2018,"8,975.00","9,175.00","8,925.00","9,075.00","8,299.69",33.43
2/7/2018,"9,125.00","9,550.00","9,125.00","9,550.00","8,734.11",33.74
2/8/2018,"9,550.00","9,550.00","9,425.00","9,500.00","8,688.38",25.45
2/9/2018,"9,350.00","9,500.00","9,250.00","9,425.00","8,619.79",19.38
2/12/2018,"9,400.00","9,525.00","9,400.00","9,525.00","8,711.25",10.06
2/13/2018,"9,575.00","9,800.00","9,575.00","9,700.00","8,871.30",28.40
2/14/2018,"9,675.00","9,725.00","9,675.00","9,700.00","8,871.30",13.53
2/15/2018,"9,700.00","9,725.00","9,550.00","9,625.00","8,802.71",11.30
2/16/2018,"9,625.00","9,625.00","9,625.00","9,625.00","8,802.71",0.00
2/19/2018,"9,625.00","9,875.00","9,625.00","9,875.00","9,031.35",15.67
2/20/2018,"9,875.00","9,950.00","9,850.00","9,925.00","9,077.08",18.47
2/21/2018,"9,925.00","10,175.00","9,900.00","10,175.00","9,305.72",25.11
2/22/2018,"10,175.00","10,175.00","9,750.00","9,775.00","8,939.89",16.66
2/23/2018,"9,875.00","9,925.00","9,800.00","9,850.00","9,008.48",15.02
2/26/2018,"9,850.00","9,875.00","9,750.00","9,825.00","8,985.62",7.57
2/27/2018,"9,825.00","9,950.00","9,825.00","9,825.00","8,985.62",11.56
2/28/2018,"9,750.00","9,775.00","9,575.00","9,725.00","8,894.16",18.61
3/1/2018,"9,650.00","9,875.00","9,625.00","9,625.00","8,802.71",14.55
3/2/2018,"9,625.00","9,625.00","9,500.00","9,525.00","8,711.25",16.50
3/5/2018,"9,425.00","9,575.00","9,425.00","9,550.00","8,734.11",15.06
3/6/2018,"9,550.00","9,575.00","9,150.00","9,175.00","8,391.15",19.19
3/7/2018,"9,250.00","9,250.00","8,825.00","9,075.00","8,299.69",23.28
3/8/2018,"9,225.00","9,350.00","9,150.00","9,350.00","8,551.20",22.18
3/9/2018,"9,375.00","9,400.00","9,175.00","9,400.00","8,596.93",9.32
3/12/2018,"9,450.00","9,500.00","9,325.00","9,350.00","8,551.20",11.37
3/13/2018,"9,375.00","9,450.00","9,250.00","9,250.00","8,459.74",17.06
3/14/2018,"9,150.00","9,450.00","9,125.00","9,450.00","8,642.66",14.12
3/15/2018,"9,450.00","9,450.00","9,275.00","9,400.00","8,596.93",11.84
3/16/2018,"9,400.00","9,525.00","9,025.00","9,525.00","8,711.25",28.36
3/19/2018,"9,550.00","9,600.00","9,425.00","9,600.00","8,779.84",8.08
3/20/2018,"9,600.00","9,600.00","9,200.00","9,250.00","8,459.74",15.71
3/21/2018,"9,200.00","9,325.00","9,200.00","9,275.00","8,482.61",26.62
3/22/2018,"9,325.00","9,350.00","8,875.00","8,900.00","8,139.64",32.85
3/23/2018,"8,700.00","8,775.00","8,625.00","8,725.00","7,979.60",26.74
3/26/2018,"8,725.00","9,200.00","8,725.00","9,150.00","8,368.29",16.49
3/27/2018,"9,200.00","9,350.00","9,075.00","9,200.00","8,414.01",22.20
3/28/2018,"9,000.00","9,000.00","8,550.00","8,650.00","8,137.03",24.51
3/29/2018,"8,775.00","8,775.00","8,425.00","8,675.00","8,160.55",19.14
3/30/2018,"8,675.00","8,675.00","8,675.00","8,675.00","8,160.55",0.00
4/2/2018,"8,725.00","8,725.00","8,625.00","8,725.00","8,207.58",6.51
4/3/2018,"8,675.00","8,725.00","8,600.00","8,625.00","8,113.51",14.80
4/4/2018,"8,650.00","8,700.00","8,250.00","8,275.00","7,784.27",22.68
4/5/2018,"8,400.00","8,450.00","8,150.00","8,200.00","7,713.72",21.58
4/6/2018,"8,200.00","8,400.00","8,150.00","8,300.00","7,807.79",14.87
4/9/2018,"8,300.00","8,525.00","8,300.00","8,500.00","7,995.93",11.18
4/10/2018,"8,550.00","8,825.00","8,525.00","8,725.00","8,207.58",19.69
4/11/2018,"8,850.00","8,875.00","8,575.00","8,575.00","8,066.48",13.88
4/12/2018,"8,650.00","8,725.00","8,525.00","8,650.00","8,137.03",8.07
4/13/2018,"8,700.00","8,850.00","8,675.00","8,825.00","8,301.65",8.82
4/16/2018,"8,825.00","8,825.00","8,825.00","8,825.00","8,301.65",0.00
4/17/2018,"8,825.00","8,825.00","8,825.00","8,825.00","8,301.65",0.00
4/18/2018,"8,950.00","9,000.00","8,700.00","8,775.00","8,254.62",21.17
4/19/2018,"8,775.00","8,775.00","8,775.00","8,775.00","8,254.62",0.00
4/20/2018,"8,775.00","8,775.00","8,775.00","8,775.00","8,254.62",0.00
4/23/2018,"8,725.00","8,825.00","8,625.00","8,725.00","8,207.58",22.14
4/24/2018,"8,725.00","8,775.00","8,350.00","8,375.00","7,878.34",23.78
4/25/2018,"8,375.00","8,375.00","8,375.00","8,375.00","7,878.34",0.00
4/26/2018,"8,375.00","8,375.00","8,375.00","8,375.00","7,878.34",0.00
4/27/2018,"8,375.00","8,375.00","8,375.00","8,375.00","7,878.34",0.00
4/30/2018,"8,150.00","8,225.00","8,050.00","8,050.00","7,572.61",23.22
5/1/2018,"8,050.00","8,050.00","8,050.00","8,050.00","7,572.61",0.00
5/2/2018,"8,050.00","8,150.00","7,925.00","8,000.00","7,525.58",13.16
5/3/2018,"7,975.00","7,975.00","7,700.00","7,725.00","7,266.89",16.34
5/4/2018,"7,550.00","7,675.00","7,300.00","7,475.00","7,031.71",23.96
5/7/2018,"7,475.00","7,550.00","7,325.00","7,325.00","6,890.61",22.54
5/8/2018,"7,325.00","7,375.00","7,200.00","7,325.00","6,890.61",17.04
5/9/2018,"7,375.00","8,075.00","7,350.00","8,050.00","7,572.61",42.19
5/10/2018,"8,050.00","8,050.00","8,050.00","8,050.00","7,572.61",0.00
5/11/2018,"8,150.00","8,550.00","8,150.00","8,275.00","7,784.27",29.60
5/14/2018,"8,050.00","8,325.00","8,050.00","8,200.00","7,713.72",12.78
5/15/2018,"8,200.00","8,275.00","8,050.00","8,075.00","7,596.13",12.66
5/16/2018,"7,975.00","8,125.00","7,600.00","8,000.00","7,525.58",29.41
5/17/2018,"8,000.00","8,100.00","7,800.00","7,800.00","7,337.44",20.41
5/18/2018,"7,825.00","7,925.00","7,575.00","7,575.00","7,125.78",21.49
5/21/2018,"7,500.00","7,500.00","7,300.00","7,300.00","6,867.09",21.88
5/22/2018,"7,300.00","7,500.00","7,125.00","7,125.00","6,702.47",27.79
5/23/2018,"7,175.00","7,575.00","7,175.00","7,200.00","6,773.02",47.13
5/24/2018,"7,300.00","7,725.00","7,300.00","7,675.00","7,219.85",26.83
5/25/2018,"7,700.00","7,975.00","7,625.00","7,975.00","7,502.06",20.14
5/28/2018,"7,975.00","8,675.00","7,925.00","8,575.00","8,066.48",43.43
5/29/2018,"8,575.00","8,575.00","8,575.00","8,575.00","8,066.48",0.00
5/30/2018,"8,425.00","8,800.00","8,300.00","8,650.00","8,137.03",47.57
5/31/2018,"8,750.00","8,750.00","8,375.00","8,475.00","7,972.41",47.89
6/1/2018,"8,475.00","8,475.00","8,475.00","8,475.00","7,972.41",0.00
6/4/2018,"8,250.00","8,550.00","8,250.00","8,475.00","7,972.41",34.57
6/5/2018,"8,400.00","8,425.00","8,250.00","8,275.00","7,784.27",24.19
6/6/2018,"8,200.00","8,350.00","8,150.00","8,250.00","7,760.75",20.13
6/7/2018,"8,250.00","8,475.00","8,250.00","8,450.00","7,948.89",14.15
6/8/2018,"8,350.00","8,400.00","8,050.00","8,050.00","7,572.61",34.86
6/11/2018,"8,050.00","8,050.00","8,050.00","8,050.00","7,572.61",0.00
6/12/2018,"8,050.00","8,050.00","8,050.00","8,050.00","7,572.61",0.00
6/13/2018,"8,050.00","8,050.00","8,050.00","8,050.00","7,572.61",0.00
6/14/2018,"8,050.00","8,050.00","8,050.00","8,050.00","7,572.61",0.00
6/15/2018,"8,050.00","8,050.00","8,050.00","8,050.00","7,572.61",0.00
6/18/2018,"8,050.00","8,050.00","8,050.00","8,050.00","7,572.61",0.00
6/19/2018,"8,050.00","8,050.00","8,050.00","8,050.00","7,572.61",0.00
6/20/2018,"7,800.00","7,850.00","7,525.00","7,525.00","7,078.75",62.18
6/21/2018,"7,500.00","7,650.00","7,400.00","7,400.00","6,961.16",19.22
6/22/2018,"7,375.00","7,500.00","7,275.00","7,400.00","6,961.16",28.41
6/25/2018,"7,500.00","7,500.00","7,225.00","7,300.00","6,867.09",23.87
6/26/2018,"7,200.00","7,275.00","7,150.00","7,150.00","6,725.99",22.79
6/27/2018,"7,150.00","7,250.00","7,000.00","7,050.00","6,631.92",22.67
6/28/2018,"7,000.00","7,125.00","6,800.00","6,800.00","6,396.74",29.60
6/29/2018,"6,850.00","7,075.00","6,825.00","7,050.00","6,631.92",31.97
7/2/2018,"7,125.00","7,225.00","7,000.00","7,050.00","6,631.92",18.12
7/3/2018,"7,050.00","7,100.00","6,750.00","6,950.00","6,537.85",21.58
7/4/2018,"7,025.00","7,275.00","6,800.00","7,200.00","6,773.02",28.02
7/5/2018,"7,275.00","7,275.00","6,950.00","7,100.00","6,678.95",18.37
7/6/2018,"7,150.00","7,150.00","6,900.00","6,950.00","6,537.85",17.50
7/9/2018,"7,000.00","7,300.00","6,925.00","7,200.00","6,773.02",25.75
7/10/2018,"7,300.00","7,375.00","7,100.00","7,300.00","6,867.09",27.01
7/11/2018,"7,150.00","7,200.00","7,050.00","7,175.00","6,749.50",18.20
7/12/2018,"7,100.00","7,225.00","7,025.00","7,025.00","6,608.40",26.55
7/13/2018,"7,100.00","7,300.00","7,075.00","7,250.00","6,820.05",25.46
7/16/2018,"7,300.00","7,375.00","7,225.00","7,350.00","6,914.13",23.86
7/17/2018,"7,300.00","7,450.00","7,275.00","7,425.00","6,984.68",24.49
7/18/2018,"7,400.00","7,425.00","7,250.00","7,375.00","6,937.64",18.57
7/19/2018,"7,450.00","7,550.00","7,375.00","7,375.00","6,937.64",43.80
7/20/2018,"7,325.00","7,400.00","7,200.00","7,250.00","6,820.05",26.33
7/23/2018,"7,300.00","7,475.00","7,275.00","7,300.00","6,867.09",19.01
7/24/2018,"7,300.00","7,475.00","7,300.00","7,350.00","6,914.13",19.89
7/25/2018,"7,350.00","7,400.00","7,275.00","7,300.00","6,867.09",17.29
7/26/2018,"7,350.00","7,575.00","7,350.00","7,575.00","7,125.78",28.73
7/27/2018,"7,600.00","7,600.00","7,450.00","7,450.00","7,008.19",13.14
7/30/2018,"7,450.00","7,525.00","7,400.00","7,500.00","7,055.23",13.44
7/31/2018,"7,525.00","7,525.00","7,325.00","7,400.00","6,961.16",25.98
8/1/2018,"7,400.00","7,900.00","7,375.00","7,825.00","7,360.96",35.19
8/2/2018,"7,775.00","7,925.00","7,700.00","7,800.00","7,337.44",22.68
8/3/2018,"7,800.00","7,900.00","7,700.00","7,900.00","7,431.51",20.14
8/6/2018,"7,925.00","8,250.00","7,900.00","8,200.00","7,713.72",28.31
8/7/2018,"8,200.00","8,225.00","8,000.00","8,100.00","7,619.65",27.23
